unit,schedule,treatment,treatment_5,treatment_25,npv_5_percent,stock_0,stock_5,stock_25,harvest_value_5,harvest_value_25,stock_1_0,stock_1_5,stock_1_25,stock_2_0,stock_2_5,stock_2_25,stock_30_0,stock_30_5,stock_30_25
43124562,15,even_5 + above_25,even,above,5068.821805372213,52.12804907945051,50.72651494014655,63.985504689123914,1579.630413807632,6519.701410726036,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,50.72651494014655,63.985504689123914
43124562,16,even_5 + even_25,even,even,5067.823527187266,52.12804907945051,50.72651494014655,61.03377584783789,1579.630413807632,6498.254785736529,0.0,0.0,0.0,0.0,0.0,0.0,52.12804907945051,50.72651494014655,61.03377584783789
43124562,17,even_5 + clearcut_25,even,clearcut,10205.84997722147,52.12804907945051,50.72651494014655,0.03780000000000001,1579.630413807632,10608.01850053475,0.0,0.0,0.03780000000000001,0.0,0.0,0.0,52.12804907945051,50.72651494014655,0.0
43124563,0,donothing,donothing,donothing,33119.41061393688,498.5624357898213,697.9623990202323,1478.7630291692662,0.0,0.0,0.0,0.0,0.0,32.58116504156665,53.35527520773215,160.35297462657644,465.98127074825464,644.6071238125003,1318.41005454269
43124563,1,below_25,donothing,below,36072.092738302534,498.5624357898213,697.9623990202323,628.158436455077,0.0,63434.28834734893,0.0,0.0,0.0,32.58116504156665,53.35527520773215,42.18700782328062,465.98127074825464,644.6071238125003,585.9714286317964
43124563,2,above_25,donothing,above,36237.82149566891,498.5624357898213,697.9623990202323,597.6997818584881,0.0,66994.74129806599,0.0,0.0,0.0,32.58116504156665,53.35527520773215,84.10445919674845,465.98127074825464,644.6071238125003,513.5953226617396
43124563,3,even_25,donothing,even,36298.037975360174,498.5624357898213,697.9623990202323,572.9030958758785,0.0,68288.40901274374,0.0,0.0,0.0,32.58116504156665,53.35527520773215,62.12402784243283,465.98127074825464,644.6071238125003,510.7790680334456
43124563,4,clearcut_25,donothing,clearcut,79648.85255357306,498.5624357898213,697.9623990202323,0.31590000000000007,0.0,111476.80878400088,0.0,0.0,0.31590000000000007,32.58116504156665,53.35527520773215,0.0,465.98127074825464,644.6071238125003,0.0
43124564,0,donothing,donothing,donothing,1956.774515562219,20.42743917492173,35.245503285006876,109.00477224120635,0.0,0.0,0.0,0.0,0.0,1.531363820256523,3.1083628362272915,12.910809915491809,18.896075354665207,32.13714044877958,96.09396232571454
43124564,1,below_25,donothing,below,2149.1661285229966,20.42743917492173,35.245503285006876,28.820198616109813,0.0,4133.267496509648,0.0,0.0,0.0,1.531363820256523,3.1083628362272915,2.354856947410532,18.896075354665207,32.13714044877958,26.46534166869928
43124564,2,above_25,donothing,above,2180.5388881515382,20.42743917492173,35.245503285006876,24.368387166839135,0.0,4807.267811039464,0.0,0.0,0.0,1.531363820256523,3.1083628362272915,3.7798582362638644,18.896075354665207,32.13714044877958,20.588528930575276
43124564,3,even_25,donothing,even,2170.337610447513,20.42743917492173,35.245503285006876,24.93679551162374,0.0,4588.107480149575,0.0,0.0,0.0,1.531363820256523,3.1083628362272915,2.953579188621587,18.896075354665207,32.13714044877958,21.983216323002143
43124564,4,below_5,below,donothing,2100.1215030149933,20.42743917492173,19.541543028289134,71.67208674761322,587.3576859896241,0.0,0.0,0.0,0.0,1.531363820256523,1.3632376275413143,6.941380945224769,18.896075354665207,18.17830540074782,64.73070580238846
43124564,5,below_5 + below_25,below,below,2223.3469648908904,20.42743917492173,19.541543028289134,28.669321737088577,587.3576859896241,2647.3284800510964,0.0,0.0,0.0,1.531363820256523,1.3632376275413143,2.117884926160935,18.896075354665207,18.17830540074782,26.551436810927637
43124564,6,below_5 + above_25,below,above,2242.824108531922,20.42743917492173,19.541543028289134,26.00618663853472,587.3576859896241,3065.7679509688637,0.0,0.0,0.0,1.531363820256523,1.3632376275413143,3.0509303520171787,18.896075354665207,18.17830540074782,22.955256286517542
